work_order,description,status,type,asset_num,asset_location,job_plan_num,curr_stat_changeby,curr_stat_changedate,wo_pm_num,target_date,actual_finish,wo_siteid,wo_owner,group,grace_date,wo_status_wonum,wo_status_prev_status,wo_status_prev_changedate,wo_status_prev_changeby,report_date,report_month
1104380,2 Month Job Plan 0985 to EID 15389,CLOSE,PM,15389,AR1170,JP0985,MAXADMIN,2025-05-10 03:15:23.077,E15389M,2025-04-01 00:00:00,2025-03-22 08:00:00.000,FWN,THOMAKEK,FWNLC1,2025-04-01 00:00:00,1104380,COMP,2025-03-24 23:05:25.803,THOMAKEK,2025-02-14 02:50:07.043,2025-04
1104383,EID 15390 1 MO PM,CLOSE,PM,15390,AR1170,JP1336,MAXADMIN,2025-05-10 03:15:24.563,E15390-1M,2025-04-01 00:00:00,2025-03-24 23:30:00.000,FWN,THOMAKEK,FWNLC1,2025-04-01 00:00:00,1104383,COMP,2025-03-25 04:48:05.520,THOMAKEK,2025-02-14 02:50:16.143,2025-04
1104402,EID 15391 1 MO PM,CLOSE,PM,15391,AR1170,JP1113,MAXADMIN,2025-05-05 03:16:42.063,E15391-1M,2025-04-01 00:00:00,2025-03-14 11:00:00.000,FWN,BOSQURA1,FWNLC1,2025-04-01 00:00:00,1104402,COMP,2025-03-14 14:04:58.087,US011365,2025-02-14 02:51:07.657,2025-04
1104405,"EID 15391 2 MO PM ""A""",CLOSE,PM,15391,AR1170,JP1559,MAXADMIN,2025-04-28 03:15:56.553,E15391-2MA,2025-04-01 00:00:00,2025-03-12 11:15:00.000,FWN,BOSQURA1,FWNLC1,2025-04-01 00:00:00,1104405,COMP,2025-03-12 11:28:24.257,US011365,2025-02-14 02:51:18.560,2025-04
1104411,EID 15391 3 MO PM,CLOSE,PM,15391,AR1170,JP1131,MAXADMIN,2025-04-26 03:17:09.923,E15391-3M,2025-04-01 00:00:00,2025-03-10 07:15:00.000,FWN,BOSQURA1,FWNLC1,2025-04-10 00:00:00,1104411,COMP,2025-03-10 08:40:03.347,US011365,2025-02-14 02:51:32.307,2025-04
1104416,EID 15393 Columbia Palletizer 1 Month PM,CLOSE,PM,15393,AR1180,JP2186,MAXADMIN,2025-05-16 03:29:09.800,E15393M,2025-04-01 00:00:00,2025-03-25 05:15:00.000,FWN,THOMAKEK,FWNLC1,2025-04-01 00:00:00,1104416,COMP,2025-03-25 23:28:20.533,THOMAKEK,2025-02-14 02:51:49.453,2025-04
1104424,Phoenix Stretchwrapper Monthly PM,CLOSE,PM,15394,AR1180,JP2183,MAXADMIN,2025-05-16 03:29:17.447,E15394M,2025-04-01 00:00:00,2025-03-25 06:00:00.000,FWN,THOMAKEK,FWNLC1,2025-04-01 00:00:00,1104424,COMP,2025-03-25 23:30:02.293,THOMAKEK,2025-02-14 02:52:09.680,2025-04
1104427,EID 15395 3M PM,CLOSE,PM,15395,AR1170,JP1274,MAXADMIN,2025-05-16 03:29:20.743,E15395-3M,2025-04-01 00:00:00,2025-03-29 06:30:00.000,FWN,THOMAKEK,FWNLC1,2025-04-10 00:00:00,1104427,COMP,2025-03-29 06:55:35.757,THOMAKEK,2025-02-14 02:52:16.013,2025-04
1104436,EID 15396 3M PM,CLOSE,PM,15396,AR1170,JP1274,MAXADMIN,2025-05-16 03:29:29.517,E15396-3M,2025-04-01 00:00:00,2025-03-26 00:30:00.000,FWN,THOMAKEK,FWNLC1,2025-04-10 00:00:00,1104436,COMP,2025-03-29 07:19:24.610,THOMAKEK,2025-02-14 02:52:37.950,2025-04
1104445,EID 15397 1 MO PM,CLOSE,PM,15397,AR1170,JP2059,MAXADMIN,2025-05-16 03:29:38.303,E15397-M,2025-04-01 00:00:00,2025-03-28 08:00:00.000,FWN,THOMAKEK,FWNLC1,2025-04-01 00:00:00,1104445,COMP,2025-03-28 09:02:20.127,THOMAKEK,2025-02-14 02:53:01.743,2025-04
1104447,EID 15399 Monthly/Annual PM,CLOSE,PM,15399,AR0295,JP2062-5,MAXADMIN,2025-05-09 03:18:15.743,E15399M,2025-04-01 00:00:00,2025-03-24 07:00:00.000,FWN,CARRIKE1,FWNPS,2025-04-01 00:00:00,1104447,COMP,2025-03-24 10:31:29.187,US046104,2025-02-14 02:53:08.430,2025-04
1104451,EID 15399 PM,CLOSE,PM,15399,AR0295,JP2062-2,MAXADMIN,2025-05-09 03:18:19.263,E15399WK,2025-04-01 00:00:00,2025-03-24 07:00:00.000,FWN,CARRIKE1,FWNPS,2025-04-01 00:00:00,1104451,COMP,2025-03-24 10:33:51.547,US046104,2025-02-14 02:53:20.713,2025-04
1104456,EID 15412 1 MO PM,CLOSE,PM,15412,FWN,JP1755,MAXADMIN,2025-05-16 03:29:41.467,E15412-1M,2025-04-01 00:00:00,2025-03-29 10:15:00.000,FWN,DAVISBRA,FWNWSM,2025-04-01 00:00:00,1104456,COMP,2025-03-29 13:09:47.087,DAVISBRA,2025-02-14 02:53:36.807,2025-04
1104458,EID 15450 3 MO PM,CLOSE,PM,15450,RM1146,JP2074,MAXADMIN,2025-05-16 03:29:43.747,E15450-3M,2025-04-01 00:00:00,2025-03-27 13:30:00.000,FWN,JONESGU1,FWNCSM,2025-04-10 00:00:00,1104458,COMP,2025-03-28 07:14:15.467,JONESGU1,2025-02-14 02:53:46.483,2025-04
1104460,EID 15452 1 MO PM (Weekly Inspection Water Rooms),CLOSE,PM,15452,FWN,JP1765,MAXADMIN,2025-05-17 03:16:57.817,E15452-1M,2025-04-01 00:00:00,2025-03-31 07:00:00.000,FWN,DAVISBRA,FWNWSM,2025-04-01 00:00:00,1104460,COMP,2025-03-31 15:21:31.733,DAVISBRA,2025-02-14 02:53:54.393,2025-04
1104469,EID 1651 1 MO PM,CLOSE,PM,1651,INTERIOR,JP1651,MAXADMIN,2025-05-16 03:29:46.533,E1651-M,2025-04-01 00:00:00,2025-03-24 08:30:00.000,FWN,LEDFOTI1,FWNCSM,2025-04-01 00:00:00,1104469,COMP,2025-03-24 09:56:03.580,US011311,2025-02-14 02:54:27.187,2025-04
1104473,EID 1657 1MO PM,CLOSE,PM,1657,RM0838,JP0084,MAXADMIN,2025-05-09 03:18:23.297,E16571M,2025-04-01 00:00:00,2025-03-19 13:30:00.000,FWN,SANTIDAC,FWNPS,2025-04-01 00:00:00,1104473,COMP,2025-03-19 13:43:03.417,SANTIDAC,2025-02-14 02:54:42.227,2025-04
1104476,EID 16621 1 MO PM,CLOSE,PM,16621,RM0535,JP2088,MAXADMIN,2025-05-16 03:29:50.503,E16621-1M,2025-04-01 00:00:00,2025-03-17 07:00:00.000,FWN,HUMPHJO1,FWNCSM,2025-04-01 00:00:00,1104476,COMP,2025-03-27 13:01:55.400,US036521,2025-02-14 02:54:52.800,2025-04
1104478,EID 16802 1 M PM,CLOSE,PM,16802,RM0816,JP2133,MAXADMIN,2025-04-28 03:15:58.700,E16802-M,2025-04-01 00:00:00,2025-03-08 12:00:00.000,FWN,CARLSCO2,FWNPS,2025-04-01 00:00:00,1104478,COMP,2025-03-12 11:57:13.477,US023559,2025-02-14 02:55:01.553,2025-04
1104484,EID 16803 1M PM,CLOSE,PM,16803,RM0816,JP2128,MAXADMIN,2025-05-17 03:17:02.087,E16803-M,2025-04-01 00:00:00,2025-03-31 14:00:00.000,FWN,CARLSCO2,FWNPS,2025-04-01 00:00:00,1104484,COMP,2025-03-31 14:18:55.833,US023559,2025-02-14 02:55:21.163,2025-04
1104486,EID 16803 3 M PM,CLOSE,PM,16803,RM0816,JP2130,MAXADMIN,2025-05-16 03:29:53.100,E16803-Q,2025-04-01 00:00:00,2025-03-29 08:00:00.000,FWN,CARLSCO2,FWNPS,2025-04-10 00:00:00,1104486,COMP,2025-03-29 09:32:10.337,US023559,2025-02-14 02:55:28.780,2025-04
1104488,EID 16860 1 M PM,CLOSE,PM,16860,RM2123,JP1670,MAXADMIN,2025-05-09 03:18:26.223,E16860-M,2025-04-01 00:00:00,2025-03-22 02:00:00.000,FWN,UKPONNS1,FWNWSM,2025-04-01 00:00:00,1104488,COMP,2025-03-22 02:58:13.890,UKPONNS1,2025-02-14 02:55:35.513,2025-04
1104490,EID 17078 Round Checkweigher 1 MO PM,CLOSE,PM,17078,,JP1154,MAXADMIN,2025-04-20 03:15:27.800,E17078A1,2025-04-01 00:00:00,2025-03-05 06:45:00.000,FWN,KELLEJU4,FWNLC1,2025-04-01 00:00:00,1104490,COMP,2025-03-05 08:47:05.573,KELLEJU4,2025-02-14 02:55:43.400,2025-04
1104495,Line 12 Labeler Monthly PM,CLOSE,PM,17295,AR0295,JP2305,MAXADMIN,2025-05-05 03:16:43.630,E17295-1MO,2025-04-01 00:00:00,2025-03-18 09:30:00.000,FWN,SMITHSTK,FWNPS,2025-04-01 00:00:00,1104495,COMP,2025-03-18 12:08:54.877,SMITHSTK,2025-02-14 02:55:54.747,2025-04
1104498,"1 Month ""A""",CLOSE,PM,17367,RM1017,JP2309,MAXADMIN,2025-05-16 03:29:55.397,E17367-1M,2025-04-01 00:00:00,2025-03-29 08:15:00.000,FWN,LAGUNIR1,FWNPS,2025-04-01 00:00:00,1104498,COMP,2025-03-29 09:42:08.163,LAGUNIR1,2025-02-14 02:56:02.750,2025-04
1104506,"1 Month PM ""B""",CLOSE,PM,17367,RM1017,JP2310,MAXADMIN,2025-05-16 03:30:02.937,"E17367-1M ""B""",2025-04-01 00:00:00,2025-03-29 09:30:00.000,FWN,LAGUNIR1,FWNPS,2025-04-01 00:00:00,1104506,COMP,2025-03-29 09:43:25.967,LAGUNIR1,2025-02-14 02:56:24.157,2025-04
1104511,1 month PM,CLOSE,PM,17421,RM1212,JP2308,MAXADMIN,2025-05-05 03:16:45.083,E17421-1M,2025-04-01 00:00:00,2025-03-15 09:00:00.000,FWN,SANDOVI2,FWNPS,2025-04-01 00:00:00,1104511,COMP,2025-03-15 09:29:13.897,SANDOVI2,2025-02-14 02:56:40.383,2025-04
1104516,1 Month PM,CLOSE,PM,17422,RM 1211,JP2308,MAXADMIN,2025-05-05 03:16:48.490,E17422-1M,2025-04-01 00:00:00,2025-03-15 08:00:00.000,FWN,SANDOVI2,FWNPS,2025-04-01 00:00:00,1104516,COMP,2025-03-15 09:30:28.187,SANDOVI2,2025-02-14 02:56:52.360,2025-04
1104521,EID 1893 1 mo PM,CLOSE,PM,1893,RM0816,JP0227,MAXADMIN,2025-05-17 03:17:03.197,E1893M,2025-04-01 00:00:00,2025-03-31 11:00:00.000,FWN,CARLSCO2,FWNPS,2025-04-01 00:00:00,1104521,COMP,2025-03-31 12:37:07.450,US023559,2025-02-14 02:57:09.477,2025-04
1104537,EID 20 1 MO PM,CLOSE,PM,20,RM0423,JP0282,MAXADMIN,2025-05-17 03:17:11.537,E20-1M,2025-04-01 00:00:00,2025-03-30 12:15:00.000,FWN,SNAPKDE1,FWNCSM,2025-04-01 00:00:00,1104537,COMP,2025-03-31 08:58:25.000,US036120,2025-02-14 02:57:51.453,2025-04
1104542,EID 2055 1MO PM,CLOSE,PM,2055,RM0838,JP0084,MAXADMIN,2025-05-09 03:18:28.100,E2055-1M,2025-04-01 00:00:00,2025-03-19 13:30:00.000,FWN,SANTIDAC,FWNPS,2025-04-01 00:00:00,1104542,COMP,2025-03-19 13:45:06.883,SANTIDAC,2025-02-14 02:58:06.707,2025-04
1104548,EID 2151 1MO PM,CLOSE,PM,2151,RM0818,JP0417,MAXADMIN,2025-05-05 03:16:51.933,E2151-1M,2025-04-01 00:00:00,2025-03-14 13:00:00.000,FWN,SANTIDAC,FWNPS,2025-04-01 00:00:00,1104548,COMP,2025-03-14 13:15:05.307,SANTIDAC,2025-02-14 02:58:25.473,2025-04
1104556,EID 2209 1MO PM,CLOSE,PM,2209,AR0853,JP0225,MAXADMIN,2025-05-10 03:15:33.387,E2209-1M,2025-04-01 00:00:00,2025-03-24 13:45:00.000,FWN,SANTIDAC,FWNPS,2025-04-01 00:00:00,1104556,COMP,2025-03-24 13:59:57.207,SANTIDAC,2025-02-14 02:58:45.367,2025-04
1104574,EID 2368 3MO PM,CLOSE,PM,2368,RM0264,JP0458,MAXADMIN,2025-05-03 03:18:57.717,E2368-3M,2025-04-01 00:00:00,2025-03-16 09:30:00.000,FWN,THOMPBI1,FWNWSM,2025-04-10 00:00:00,1104574,COMP,2025-03-16 09:33:45.460,US048976,2025-02-14 02:59:21.343,2025-04
1104583,EID 2566 3 MO PM,CLOSE,PM,2566,RM0262,JP0458,MAXADMIN,2025-05-03 03:19:07.227,E2566-3M,2025-04-01 00:00:00,2025-03-16 09:15:00.000,FWN,THOMPBI1,FWNWSM,2025-04-10 00:00:00,1104583,COMP,2025-03-16 09:31:01.827,US048976,2025-02-14 02:59:46.090,2025-04
1104592,EID 2724 1MO PM,CLOSE,PM,2724,RM0816,JP0403,MAXADMIN,2025-04-26 03:17:12.390,E2724-1M,2025-04-01 00:00:00,2025-03-07 10:45:00.000,FWN,CARLSCO2,FWNPS,2025-04-01 00:00:00,1104592,COMP,2025-03-08 11:08:03.140,US023559,2025-02-14 03:00:18.697,2025-04
1104596,EID 3100 1 MO PM,CLOSE,PM,3100,RM0814,JP0278,MAXADMIN,2025-05-17 03:17:15.400,E31001MA,2025-04-01 00:00:00,2025-03-25 08:00:00.000,FWN,HUMPHJO1,FWNCSM,2025-04-01 00:00:00,1104596,COMP,2025-03-31 06:41:07.467,US036521,2025-02-14 03:00:32.187,2025-04
1104603,EID 3324 1 MO PM,CLOSE,PM,3324,RM0272,JP0847,MAXADMIN,2025-05-16 03:30:15.077,E3324-1M,2025-04-01 00:00:00,2025-03-25 13:30:00.000,FWN,DAVISBRA,FWNWSM,2025-04-01 00:00:00,1104603,COMP,2025-03-26 06:54:38.907,DAVISBRA,2025-02-14 03:00:52.893,2025-04
1104605,EID 3324 3 MO PM,CLOSE,PM,3324,RM0272,JP1092,MAXADMIN,2025-05-09 03:18:31.147,E33243M,2025-04-01 00:00:00,2025-03-19 18:45:00.000,FWN,UKPONNS1,FWNWSM,2025-04-10 00:00:00,1104605,COMP,2025-03-19 21:53:48.253,UKPONNS1,2025-02-14 03:01:01.817,2025-04
1104607,EID 3401 1MO PM,CLOSE,PM,3401,AR0855,JP0804,MAXADMIN,2025-05-09 03:18:32.773,E3401-1M,2025-04-01 00:00:00,2025-03-22 12:15:00.000,FWN,GRACEJE1,FWNPS,2025-04-01 00:00:00,1104607,COMP,2025-03-22 12:17:01.173,GRACEJE1,2025-02-14 03:01:11.413,2025-04
1104628,EID 3687 3 MO PM,CLOSE,PM,3687,RM0264,JP1115,MAXADMIN,2025-05-09 03:18:46.423,E3687-3M,2025-04-01 00:00:00,2025-03-23 11:30:00.000,FWN,THOMPBI1,FWNWSM,2025-04-10 00:00:00,1104628,COMP,2025-03-23 15:45:09.787,PECOTJA1,2025-02-14 03:02:15.250,2025-04
1104633,EID 3692 3MO PM,CLOSE,PM,3692,AR0295,JP0469,MAXADMIN,2025-05-16 03:30:17.153,E3692-3M,2025-04-01 00:00:00,2025-03-25 16:45:00.000,FWN,LAGUNIR1,FWNPS,2025-04-10 00:00:00,1104633,COMP,2025-03-25 17:24:39.247,LAGUNIR1,2025-02-14 03:02:37.623,2025-04
1104637,EID 373 1MO PM,CLOSE,PM,373,RM0701,JP0430,MAXADMIN,2025-05-17 03:17:17.277,E373-1M,2025-04-01 00:00:00,2025-03-31 16:15:00.000,FWN,SANDOVI2,FWNPS,2025-04-01 00:00:00,1104637,COMP,2025-03-31 16:29:25.333,OLMOSJU1,2025-02-14 03:02:49.703,2025-04
1104643,EID 433 3 MO PM,CLOSE,PM,433,RM0262,JP1359,MAXADMIN,2025-05-03 03:19:13.923,E433-3MO,2025-04-01 00:00:00,2025-03-11 13:45:00.000,FWN,THOMPBI1,FWNWSM,2025-04-10 00:00:00,1104643,COMP,2025-03-11 13:50:19.293,US048976,2025-02-14 03:03:06.917,2025-04
1104648,EID 437 3 MO PM,CLOSE,PM,437,RM0262,JP1359,MAXADMIN,2025-05-03 03:19:17.897,E437-3MO,2025-04-01 00:00:00,2025-03-11 14:00:00.000,FWN,PECOTJA1,FWNWSM,2025-04-10 00:00:00,1104648,COMP,2025-03-11 14:01:57.353,US048976,2025-02-14 03:03:27.073,2025-04
1104653,EID 4825 3MO PM,CLOSE,PM,4825,AR0853,JP0389,MAXADMIN,2025-05-09 03:18:49.820,E4825-3M,2025-04-01 00:00:00,2025-03-24 11:00:00.000,FWN,SANTIDAC,FWNPS,2025-04-10 00:00:00,1104653,COMP,2025-03-24 12:21:46.523,SANTIDAC,2025-02-14 03:03:46.050,2025-04
1104657,"EID 4998 3 MO PM ""B"" HEPA & VEL",CLOSE,PM,4998,RM0802,JP2002,MAXADMIN,2025-05-30 03:19:29.263,E4998-3MB,2025-04-01 00:00:00,2025-04-02 08:30:00.000,FWN,JONESGU1,FWNCSM,2025-04-10 00:00:00,1104657,COMP,2025-04-03 12:14:00.700,JONESGU1,2025-02-14 03:03:56.937,2025-04
1104663,EID 501 3MO PM,CLOSE,PM,501,INTERIOR,JP0544,MAXADMIN,2025-05-03 03:19:21.973,E501-3M,2025-04-01 00:00:00,2025-03-17 14:45:00.000,FWN,THOMPBI1,FWNWSM,2025-04-10 00:00:00,1104663,COMP,2025-03-17 15:11:39.953,US048976,2025-02-14 03:04:18.597,2025-04
1104666,EID 5468 1MO PM,CLOSE,PM,5468,AR0855,JP0564,MAXADMIN,2025-05-16 03:30:21.597,E5468-1M,2025-04-01 00:00:00,2025-03-29 07:30:00.000,FWN,SMITHSTK,FWNPS,2025-04-01 00:00:00,1104666,COMP,2025-03-29 09:21:49.067,SMITHSTK,2025-02-14 03:04:30.657,2025-04
1104672,EID 553 3MO PM,CLOSE,PM,553,INTERIOR,JP0544,MAXADMIN,2025-05-09 03:18:51.900,E553-3M,2025-04-01 00:00:00,2025-03-23 15:15:00.000,FWN,THOMPBI1,FWNWSM,2025-04-10 00:00:00,1104672,COMP,2025-03-23 15:35:48.857,PECOTJA1,2025-02-14 03:04:46.987,2025-04
1104675,EID 5556 1MO PM,CLOSE,PM,5556,RM0816,JP0565,MAXADMIN,2025-05-10 03:15:42.987,E5556-1M,2025-04-01 00:00:00,2025-03-24 14:00:00.000,FWN,SMITHSTK,FWNPS,2025-04-01 00:00:00,1104675,COMP,2025-03-25 06:04:47.210,SMITHSTK,2025-02-14 03:04:58.307,2025-04
1104681,EID 5739 1MO PM,CLOSE,PM,5739,RM0840,JP0432,MAXADMIN,2025-05-09 03:18:54.150,E5739-1M,2025-04-01 00:00:00,2025-03-24 07:30:00.000,FWN,SMITHSTK,FWNPS,2025-04-01 00:00:00,1104681,COMP,2025-03-24 09:10:19.647,SMITHSTK,2025-02-14 03:05:14.083,2025-04
1104686,"EID 5885 1 MO PM ""B""",CLOSE,PM,5885,AR0540,JP0990,MAXADMIN,2025-05-05 03:16:55.717,E5885-1MB,2025-04-01 00:00:00,2025-03-15 08:45:00.000,FWN,DAYTE1,FWNLC1,2025-04-01 00:00:00,1104686,COMP,2025-03-17 06:28:33.990,DAYTE1,2025-02-14 03:05:27.107,2025-04
1104686,"EID 5885 1 MO PM ""B""",CLOSE,PM,5885,AR0540,JP0990,MAXADMIN,2025-05-05 03:16:55.717,E5885-1MB,2025-04-01 00:00:00,2025-03-15 08:45:00.000,FWN,DAYTE1,FWNLC1,2025-04-01 00:00:00,1104686,CORRTD,2025-03-17 06:29:03.263,DAYTE1,2025-02-14 03:05:27.107,2025-04
1104686,"EID 5885 1 MO PM ""B""",CLOSE,PM,5885,AR0540,JP0990,MAXADMIN,2025-05-05 03:16:55.717,E5885-1MB,2025-04-01 00:00:00,2025-03-15 08:45:00.000,FWN,DAYTE1,FWNLC1,2025-04-01 00:00:00,1104686,COMP,2025-03-17 06:33:22.793,DAYTE1,2025-02-14 03:05:27.107,2025-04
1104688,"EID 5885 1 MO PM ""A""",CLOSE,PM,5885,AR0540,JP0816,MAXADMIN,2025-05-05 03:16:56.873,E5885MA,2025-04-01 00:00:00,2025-03-15 10:15:00.000,FWN,DAYTE1,FWNLC1,2025-04-01 00:00:00,1104688,COMP,2025-03-17 06:31:23.437,DAYTE1,2025-02-14 03:05:33.273,2025-04
1104692,EID 5982 3M PM,CLOSE,CA,5982,RM0267,JP0464,MAXADMIN,2025-05-25 03:15:03.693,E5982-3M,2025-04-01 00:00:00,2025-04-08 09:00:00.000,FWN,DUPLADA2,FWNAE,2025-04-10 00:00:00,1104692,COMP,2025-04-08 09:15:37.207,DUPLADA2,2025-02-14 03:05:42.687,2025-04
1104699,EID 6055 1MO PM,CLOSE,PM,6055,RM0831,JP0400,MAXADMIN,2025-05-16 03:30:26.757,E6055-1M,2025-04-01 00:00:00,2025-03-25 10:45:00.000,FWN,GRACEJE1,FWNPS,2025-04-01 00:00:00,1104699,COMP,2025-03-25 13:18:18.387,GRACEJE1,2025-02-14 03:06:01.430,2025-04
1104713,EID 6190 3MO PM,CLOSE,PM,6190,INTERIOR,JP0545,MAXADMIN,2025-05-16 03:30:41.923,E6190-3M,2025-04-01 00:00:00,2025-03-26 09:30:00.000,FWN,LEDFOTI1,FWNCSM,2025-04-10 00:00:00,1104713,COMP,2025-03-26 13:59:49.373,US011311,2025-02-14 03:06:34.653,2025-04
1104716,EID 6301 3MO PM,CLOSE,PM,6301,INTERIOR,JP0544,MAXADMIN,2025-05-03 03:19:24.867,E6301-3M,2025-04-01 00:00:00,2025-03-09 09:15:00.000,FWN,THOMPBI1,FWNWSM,2025-04-10 00:00:00,1104716,COMP,2025-03-09 09:50:04.810,US048976,2025-02-14 03:06:45.023,2025-04
1104719,EID 6370 2 MO PM,CLOSE,PM,6370,RM1001,JP1000,MAXADMIN,2025-05-09 03:18:57.543,E6370-2M,2025-04-01 00:00:00,2025-03-19 21:15:00.000,FWN,UKPONNS1,FWNWSM,2025-04-01 00:00:00,1104719,COMP,2025-03-19 23:15:26.580,UKPONNS1,2025-02-14 03:06:55.667,2025-04
1104721,EID 6370 1MO PM A,CLOSE,PM,6370,RM1001,JP0069,MAXADMIN,2025-05-03 03:19:27.473,E63701MA,2025-04-01 00:00:00,2025-03-01 14:15:00.000,FWN,UKPONNS1,FWNWSM,2025-04-01 00:00:00,1104721,COMP,2025-03-02 00:02:31.357,UKPONNS1,2025-02-14 03:07:10.493,2025-04
1104726,EID 6370 1MO PM B,CLOSE,PM,6370,RM1001,JP0999,MAXADMIN,2025-05-03 03:19:31.523,E63701MB,2025-04-01 00:00:00,2025-03-06 18:45:00.000,FWN,UKPONNS1,FWNWSM,2025-04-01 00:00:00,1104726,COMP,2025-03-06 21:30:11.063,UKPONNS1,2025-02-14 03:07:32.447,2025-04
1104728,EID 6374 1MO PM,CLOSE,PM,6374,RM2001,JP0595,MAXADMIN,2025-05-16 03:30:46.130,E6374-1M,2025-04-01 00:00:00,2025-03-26 13:45:00.000,FWN,DAVISBRA,FWNWSM,2025-04-01 00:00:00,1104728,COMP,2025-03-26 13:46:52.030,DAVISBRA,2025-02-14 03:07:39.997,2025-04
1104731,EID 6382 2 MO PM,CLOSE,PM,6382,RM1001,JP1000,MAXADMIN,2025-05-09 03:18:59.403,E6382-2M,2025-04-01 00:00:00,2025-03-19 20:15:00.000,FWN,UKPONNS1,FWNWSM,2025-04-01 00:00:00,1104731,COMP,2025-03-19 21:58:11.000,UKPONNS1,2025-02-14 03:07:53.023,2025-04
1104733,EID 6382 1MO PM A,CLOSE,PM,6382,RM1001,JP0069,MAXADMIN,2025-05-03 03:19:33.557,E63821MA,2025-04-01 00:00:00,2025-03-01 16:30:00.000,FWN,UKPONNS1,FWNWSM,2025-04-01 00:00:00,1104733,COMP,2025-03-01 23:49:35.923,UKPONNS1,2025-02-14 03:08:03.477,2025-04
1104738,EID 6382 1MO PM b,CLOSE,PM,6382,RM1001,JP0119,MAXADMIN,2025-05-03 03:19:37.747,E63821MB,2025-04-01 00:00:00,2025-03-06 19:30:00.000,FWN,UKPONNS1,FWNWSM,2025-04-01 00:00:00,1104738,COMP,2025-03-06 22:04:02.577,UKPONNS1,2025-02-14 03:08:21.330,2025-04
1104742,EID 6388 1MO PM,CLOSE,PM,6388,QARM1406,JP0276,MAXADMIN,2025-05-16 03:30:49.763,E6388-1M,2025-04-01 00:00:00,2025-03-14 10:00:00.000,FWN,DAVISBRA,FWNWSM,2025-04-01 00:00:00,1104742,COMP,2025-03-29 13:08:06.237,DAVISBRA,2025-02-14 03:08:36.427,2025-04
1104744,EID 6921 3 mo PM,CLOSE,PM,6921,AR0542,JP0230,MAXADMIN,2025-05-16 03:30:52.737,E6921-3M,2025-04-01 00:00:00,2025-03-27 21:30:00.000,FWN,SYSAVVO1,FWNLC1,2025-04-10 00:00:00,1104744,COMP,2025-03-27 21:58:59.833,SYSAVVO1,2025-02-14 03:08:45.833,2025-04
1104750,EID 7092 1 MO PM,CLOSE,PM,7092,AR0297,JP0928,MAXADMIN,2025-05-16 03:30:58.313,E7092-1M,2025-04-01 00:00:00,2025-03-25 15:45:00.000,FWN,EAGANPH1,FWNLC1,2025-04-01 00:00:00,1104750,COMP,2025-03-25 15:53:24.373,EAGANPH1,2025-02-14 03:09:05.100,2025-04
1104753,"EID 7092 1 MO PM ""C""",CLOSE,PM,7092,AR0297,JP0981,MAXADMIN,2025-05-16 03:31:00.923,E7092-1MC,2025-04-01 00:00:00,2025-03-25 15:45:00.000,FWN,EAGANPH1,FWNLC1,2025-04-01 00:00:00,1104753,COMP,2025-03-25 15:51:43.950,EAGANPH1,2025-02-14 03:09:13.787,2025-04
1104756,EID 7099 1MO PM,CLOSE,PM,7099,RM0703,JP0398,MAXADMIN,2025-05-05 03:16:58.827,E7099-1M,2025-04-01 00:00:00,2025-03-12 19:30:00.000,FWN,OLMOSJU1,FWNPS,2025-04-01 00:00:00,1104756,COMP,2025-03-14 16:32:18.627,OLMOSJU1,2025-02-14 03:09:22.943,2025-04
1104762,EID 7342 3MO PM,CLOSE,PM,7342,AR0800A,JP0229,MAXADMIN,2025-05-16 03:31:04.583,E7342-3M,2025-04-01 00:00:00,2025-03-29 03:00:00.000,FWN,HANSOMA1,FWNLC1,2025-04-10 00:00:00,1104762,COMP,2025-03-29 05:18:55.427,HANSOMA1,2025-02-14 03:09:43.190,2025-04
1104768,EID 7343 3 MO PM,CLOSE,PM,7343,RM0542,JP2271,MAXADMIN,2025-05-16 03:31:10.620,E7343-3M,2025-04-01 00:00:00,2025-03-27 17:00:00.000,FWN,EAGANPH1,FWNLC1,2025-04-10 00:00:00,1104768,COMP,2025-03-27 17:00:10.653,EAGANPH1,2025-02-14 03:10:04.733,2025-04
1104776,EID 7677 3 MO PM,CLOSE,PM,7677,RM2008,JP2001,MAXADMIN,2025-05-03 03:19:42.780,E7677-3M,2025-04-01 00:00:00,2025-03-11 13:15:00.000,FWN,DAVISBRA,FWNWSM,2025-04-10 00:00:00,1104776,COMP,2025-03-11 13:47:45.350,DAVISBRA,2025-02-14 03:10:30.970,2025-04
1104778,EID 7886 3 MO PM,CLOSE,PM,7886,RM0504,JP2001,MAXADMIN,2025-05-16 03:31:20.707,E7886-3M,2025-04-01 00:00:00,2025-03-27 11:15:00.000,FWN,DAVISBRA,FWNWSM,2025-04-10 00:00:00,1104778,COMP,2025-03-29 13:10:52.577,DAVISBRA,2025-02-14 03:10:37.900,2025-04
1104780,EID 794 1 MO PM,CLOSE,PM,794,AR0297,JP0933,MAXADMIN,2025-05-16 03:31:23.787,E794-1M,2025-04-01 00:00:00,2025-03-16 07:00:00.000,FWN,SNAPKDE1,FWNCSM,2025-04-01 00:00:00,1104780,COMP,2025-03-17 08:35:42.037,US036120,2025-02-14 03:10:46.297,2025-04
